queries,MAL,QL_char_len,QL_word_len,QL_has_time_ref,QL_time_granularity,QL_has_future_ref,QL_urgency_level,QL_task_type,QL_data_modalities,QL_personalization_depth,QL_requires_history_span,QL_requires_external_knowledge,QL_location_coupled,QL_output_size_expectation,QL_comparison_required,QL_summary_required,QL_recommender_task,QL_visual_input_ref,QL_social_context,QL_device_likely_mobile,QL_goal_type,QL_question_formality,QL_contains_numeric_amount,QL_financial_domain,QL_health_activity_domain,QL_media_domain,QL_shopping_domain,QL_travel_location_domain,QL_calendar_schedule_domain,QL_chat_analysis,QL_requires_cross_modal,QL_temporal_comparison,QL_long_horizon_planning,QL_preference_learning,QL_cost_savings_focus,QL_weather_coupled,QL_session_length_hint,QL_requires_ranking,QL_requires_structured_output,QL_reference_to_past_recommendation,QL_refers_to_goal_or_target,QL_contains_season_ref,QL_context_phrase_now_here,QL_recall_specific_entity,QL_counting_frequency,QL_language_complexity_proxy,QL_has_explicit_constraint_price,QL_has_explicit_constraint_time_window,QL_has_explicit_constraint_distance,QL_emb_intent_cluster,QL_emb_complexity_axis,QL_emb_personalization_axis
사진에 있는 이런 인테리어 장식을 구경해 볼 수 있는 곳 찾아줘,19.7669,55,9,0,0,0,0,retrieve_item,photo/video,0,0,1,1,2,0,0,0,1,0,0,shop/save_money,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,visual_local_shopping,0.5,0.3
오늘 목표 걸음수를 채울 수 있는 코스 추천해줘,22.0324,26,8,1,2,1,3,recommend,activity/health,1,0,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,recommend_activity,0.4,0.6
지금 근처에서 할 수 있는 운동 추천해줘,13.1321,22,7,1,2,1,3,recommend,activity/health,1,0,0,1,2,0,0,1,0,0,1,plan/optimize,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_activity_local,0.45,0.6
오늘 목표 칼로리를 달성 할 수 있는 운동 추천해줘,10.5821,28,9,1,2,1,3,recommend,activity/health,1,0,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,recommend_activity,0.45,0.6
오늘같은 날씨에 하면 좋을 운동 추천해줘,12.9894,22,6,1,2,1,3,recommend,activity/health,1,0,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_activity,0.45,0.6
지금 여기 아울렛에서 할인되는 카드 추천해줘,15.8561,24,6,1,2,1,3,recommend,commerce/shopping,0,0,0,1,2,0,0,1,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_card_local,0.45,0.2
지금 여기 백화점에서 할인되는 카드 추천해줘,17.9164,24,6,1,2,1,3,recommend,commerce/shopping,0,0,0,1,2,0,0,1,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_card_local,0.45,0.2
지금 여기 식당에서 할인되는 카드 추천해줘,17.2717,24,6,1,2,1,3,recommend,commerce/shopping,0,0,0,1,2,0,0,1,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_card_local,0.45,0.2
지금 여기 카페에서 할인되는 카드 추천해줘,14.4256,24,6,1,2,1,3,recommend,commerce/shopping,0,0,0,1,2,0,0,1,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_card_local,0.45,0.2
출퇴근 시간에 볼 만한 영상 추천해줘,18.0612,20,6,1,2,1,2,recommend,media_history,1,0,0,0,2,0,0,1,0,0,1,entertain,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_commute_media,0.45,0.4
공부할 때에 들으면 좋은 노래 추천해줘,14.1756,21,6,1,2,1,2,recommend,media_history,1,0,0,0,2,0,0,1,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_music_study,0.4,0.4
운동 중에 즐길 만한 콘텐츠 추천해줘,17.051,20,6,1,2,1,2,recommend,media_history,1,0,0,0,2,0,0,1,0,0,1,entertain,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_activity,0.4,0.5
휴식 시간에 읽기 좋은 책 추천해줘,12.775,20,6,1,2,1,2,recommend,media_history,1,0,0,0,2,0,0,1,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_book_short_session,0.35,0.4
지금 대화 중인 친구들과 갈 만한 식당 찾아줘,18.7958,25,8,1,2,1,3,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_nearby_restaurants,0.5,0.6
지금 대화 중인 친구들과 갈 만한 카페 찾아줘,19.255,24,8,1,2,1,3,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_nearby_cafe,0.5,0.6
지금 대화 중인 친구들과 갈 만한 펍 찾아줘,22.1998,24,8,1,2,1,3,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_nearby_pub,0.5,0.6
지금 대화 중인 친구들과 갈 만한 노래방 찾아줘,12.8402,27,8,1,2,1,3,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,recommend_nearby_karaoke,0.5,0.6
지금 내가 갖고 있는 멤버십 중에 여기 백화점에서 할인되는 멤버십 찾아줘,25.0356,40,11,1,2,1,3,generate_list,commerce/shopping,2,0,1,1,2,0,0,0,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,filter_personal_membership_local,0.6,0.8
지금 내가 갖고 있는 쿠폰 중에 여기 마트에서 할인되는 쿠폰 찾아줘,18.4119,40,11,1,2,1,3,generate_list,commerce/shopping,2,0,1,1,2,0,0,0,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,filter_personal_coupons_local,0.6,0.8
지금 내가 갖고 있는 카드 중에 여기 아울렛에서 할인되는 카드 찾아줘,28.7196,40,11,1,2,1,3,generate_list,commerce/shopping,2,0,1,1,2,0,0,0,0,0,1,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,filter_personal_cards_local,0.6,0.8
지금 내가 갖고 있는 카드 중에 여기 온라인쇼핑몰에서 할인되는 카드 찾아줘,19.6738,48,12,1,2,1,3,generate_list,commerce/shopping,2,0,1,0,2,0,0,0,0,0,0,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,filter_personal_cards_online,0.6,0.8
지금 30분 정도 여유 시간에 볼만한 도서 추천해줘,10.3147,28,8,1,2,1,3,recommend,media_history,1,0,0,0,2,0,0,1,0,0,1,entertain,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,1,0,recommend_book_short_session,0.45,0.4
지금 30분 정도 여유 시간에 볼만한 한국사 강의 추천해줘,17.7394,41,9,1,2,1,3,recommend,media_history,1,0,0,0,2,0,0,1,0,0,1,plan/optimize,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,1,0,recommend_course_short_session,0.45,0.4
지금 30분 정도 여유 시간에 볼만한 자기 계발 영상 추천해줘,15.1364,44,9,1,2,1,3,recommend,media_history,1,0,0,0,2,0,0,1,0,0,1,plan/optimize,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,1,0,recommend_selfdev_short_session,0.45,0.4
지금 30분 정도 여유 시간에 볼만한 다큐멘터리 추천해줘,18.6942,43,9,1,2,1,3,recommend,media_history,1,0,0,0,2,0,0,1,0,0,1,entertain,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,1,0,recommend_documentary_short_session,0.45,0.4
현재 위치에서 걸어서 갈 수 있는 맛집 리스트 보여줘,18.3592,35,8,1,2,1,3,generate_list,location/travel,1,0,1,1,2,0,0,0,0,0,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,nearby_food_list,0.45,0.4
현재 위치에서 걸어서 갈 수 있는 카페 리스트 보여줘,18.4366,35,8,1,2,1,3,generate_list,location/travel,1,0,1,1,2,0,0,0,0,0,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,nearby_cafe_list,0.45,0.4
현재 위치에서 걸어서 갈 수 있는 가볼만한 곳 리스트 보여줘,23.8414,41,8,1,2,1,3,generate_list,location/travel,1,0,1,1,2,0,0,0,0,0,1,plan/optimize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,nearby_attractions_list,0.45,0.4
현재 위치에서 걸어서 갈 수 있는 오프라인 쇼핑몰 리스트 보여줘,17.871,48,9,1,2,1,3,generate_list,commerce/shopping,1,0,1,1,2,0,0,0,0,0,1,shop/save_money,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,nearby_offline_shopping_list,0.45,0.4
오늘 날씨에 적합한 패션 스타일 추천해줘,10.6296,30,6,1,2,1,3,recommend,commerce/shopping,1,0,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_fashion_weather,0.4,0.5
오늘 출장지에 적합한 패션 스타일 추천해줘,22.7296,33,6,1,2,1,3,recommend,location/travel,1,0,0,1,2,0,0,1,0,0,0,plan/optimize,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_fashion_travel,0.45,0.5
오늘 저녁 약속에 적합한 패션 스타일 추천해줘,19.0553,36,7,1,2,1,3,recommend,commerce/shopping,1,0,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_fashion_event,0.45,0.5
이번 주말에 뭐 입으면 좋을지 추천해줘,17.5808,29,6,1,3,1,2,recommend,commerce/shopping,1,0,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_fashion_weekend,0.45,0.5
내가 자주 먹는 음식을 분석해서 늦은 밤에 먹기 좋은 건강식 추천해줘,26.025,38,11,1,2,1,2,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.5,0.8
내가 자주 먹는 음식을 분석해서 아침에 먹기 좋은 간편식 추천해줘,13.3468,36,10,1,2,1,2,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.5,0.8
내가 자주 먹는 음식을 분석해서 운동 후 먹기 좋은 음식 추천해줘,12.6053,36,11,0,0,1,2,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.5,0.8
내가 자주 먹는 음식을 분석해서 다이어트할 때 먹기 좋은 음식 추천해줘,28.1394,39,11,0,0,1,2,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.5,0.8
커피값 많이 쓰는 나한테 맞는 원두 구독 서비스 추천해줄래?,24.8223,32,9,0,0,1,0,recommend,commerce/shopping,2,3,1,0,2,0,0,1,0,0,0,shop/save_money,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_shopping_personal,0.5,0.8
영화 많이 보는 나한테 맞는 OTT 구독 서비스 추천해줄래?,15.5363,32,9,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_personal,0.5,0.8
트렌디한 영상 자주 보는 나한테 맞는 SNS/커뮤니티 서비스 추천해줄래?,26.3098,40,9,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_personal,0.55,0.8
음악 많이 듣는 나한테 맞는 음악 스트리밍 구독 서비스 추천해줄래?,18.4527,36,10,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,recommend_media_personal,0.5,0.8
내가 평소 듣는 콘텐츠 기준으로 재밌는 팟캐스트 추천해줘,27.8044,31,8,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_personal,0.45,0.8
내가 평소 보는 콘텐츠 기준으로 볼 만한 유튜브 채널 추천해줘,23.3731,34,10,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_personal,0.45,0.8
내가 평소 듣는 콘텐츠 기준으로 새로운 음악 추천해줘,15.7212,29,8,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_personal,0.45,0.8
내가 평소 듣는 콘텐츠 기준으로 들을 만한 라디오 추천해줘,21.2035,33,9,0,0,1,0,recommend,media_history,2,3,1,0,2,0,0,1,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_media_personal,0.45,0.8
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 생일 선물 추천해줘,37.2681,37,10,0,0,1,0,recommend,communication/chat,2,3,0,0,2,0,0,1,0,1,0,plan/optimize,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_from_chat_personal,0.6,0.85
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 기념일 선물 추천해줘,29.7371,37,10,0,0,1,0,recommend,communication/chat,2,3,0,0,2,0,0,1,0,1,0,plan/optimize,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_from_chat_personal,0.6,0.85
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 크리스마스 선물 추천해줘,31.2297,37,10,0,0,1,0,recommend,communication/chat,2,3,0,0,2,0,0,1,0,1,0,plan/optimize,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_from_chat_personal,0.6,0.85
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 졸업 선물 추천해줘,41.8565,37,10,0,0,1,0,recommend,communication/chat,2,3,0,0,2,0,0,1,0,1,0,plan/optimize,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_from_chat_personal,0.6,0.85
내가 자주 사는 치약을 최저가로 구매할 수 있는 곳 알려줘,20.2837,32,10,0,0,1,0,recommend,commerce/shopping,2,3,1,0,2,0,0,1,0,0,0,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_shopping_personal,0.5,0.8
내가 자주 사는 샴푸를 할인가로 구매할 수 있는 곳 알려줘,17.4653,33,10,0,0,1,0,recommend,commerce/shopping,2,3,1,0,2,0,0,1,0,0,0,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_shopping_personal,0.5,0.8
내가 자주 사는 세제를 특가로 구매할 수 있는 곳 알려줘,23.5022,33,10,0,0,1,0,recommend,commerce/shopping,2,3,1,0,2,0,0,1,0,0,0,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_shopping_personal,0.5,0.8
내가 자주 사는 화장지를 저렴한 가격으로 구매할 수 있는 곳 알려줘,22.2698,39,10,0,0,1,0,recommend,commerce/shopping,2,3,1,0,2,0,0,1,0,0,0,shop/save_money,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_shopping_personal,0.5,0.8
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 뉴스 검색해줘,24.3256,33,9,0,0,1,0,generate_list,media_history,2,3,1,0,2,0,0,0,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,search_media_personal,0.45,0.8
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 트렌드 검색해줘,15.0165,34,9,0,0,1,0,generate_list,media_history,2,3,1,0,2,0,0,0,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,search_media_personal,0.45,0.8
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 잡지 검색해줘,27.3833,34,9,0,0,1,0,generate_list,media_history,2,3,1,0,2,0,0,0,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,search_media_personal,0.45,0.8
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 블로그 검색해줘,15.2104,35,9,0,0,1,0,generate_list,media_history,2,3,1,0,2,0,0,0,0,0,0,entertain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,search_media_personal,0.45,0.8
나연이랑 갈만한 점심 식당 추천해줘,14.9039,18,5,1,2,1,2,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,0,entertain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_location_personal,0.45,0.6
나연이랑 갈만한 점심 카페 추천해줘,20.0891,20,5,1,2,1,2,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,0,entertain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_location_personal,0.45,0.6
나연이랑 갈만한 점심 데이트 장소 추천해줘,36.2261,24,6,1,2,1,2,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,0,entertain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_location_personal,0.45,0.6
나연이랑 갈만한 점심 브런치 카페 추천해줘,20.0408,29,7,1,2,1,2,recommend,location/travel,1,0,1,1,2,0,0,1,0,1,0,entertain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_location_personal,0.45,0.6
내 건강 데이터를 참고해서 오늘 식단을 추천해줘,28.2162,25,7,1,2,1,3,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.6,0.9
내 일정(캘린더)을 참고해서 오늘 점심 메뉴 추천해줘,18.7407,29,7,1,2,1,3,recommend,schedule/calendar,2,0,0,0,1,0,0,1,0,0,0,plan/optimize,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_calendar_personal,0.55,0.9
내 목표 칼로리와 운동량을 참고해서 오늘 식단을 추천해줘,20.401,36,8,1,2,1,3,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.6,0.9
내 수면 분석 데이터를 참고해서 오늘 식단을 추천해줘,21.7058,33,7,1,2,1,3,recommend,activity/health,2,3,0,0,2,0,0,1,0,0,0,plan/optimize,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,recommend_health_personal,0.6,0.9
