queries,MAL,QL_char,QL_tokens,task_family,info_source_type,requires_personal_history,requires_aggregation,requires_summarization,requires_generation,temporal_reference_type,time_urgency_level,stakes_level,modality_primary,domain_category,query_goal_specificity,expected_answer_length,interaction_pattern,has_comparative_phrase,has_temporal_diff_phrase,time_window_length,personalization_intensity,needs_location_context,needs_calendar_context,needs_communication_logs,needs_media_history,needs_financial_logs,needs_health_data,recommendation_type,requires_cross_app_integration,requires_similarity_search,requires_visual_understanding,requires_list_dedup_grouping,explicit_output_structure,urgency_phrase_present,planning_horizon,social_context_strength,contains_monetary_amount,monetary_context_type,device_context_implied,cognitive_load_estimate,novelty_seeking,habit_analysis,food_context_type,output_requires_multimedia_creation,output_requires_behavior_change_guidance,embedding_cluster_id,embedding_axis_complexity,embedding_axis_urgency
성훈이랑 최근에 몇 시에 만났더라?,18.6927,19,5,retrieve_item,personal_activity_log,1,0,0,0,past_range,0,0,structured_log,social_relationships,2,0,one_shot_lookup,0,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,2,0,spend_tracking,neutral,0,0,0,casual_meal,0,0,activity_stats,0.3,-0.1
성훈이랑 최근에 무엇 때문에 만났더라?,22.4367,21,5,retrieve_item,personal_activity_log,1,0,0,0,past_range,0,0,structured_log,social_relationships,2,0,one_shot_lookup,0,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,2,0,spend_tracking,neutral,0,0,0,casual_meal,0,0,activity_stats,0.3,-0.1
지난달에 운동 몇 번이나 했지?,12.7229,18,5,count_stats,personal_activity_log,1,1,0,0,past_range,0,2,structured_log,health_fitness,1,0,analytic_report,0,0,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 걷기 몇 번이나 했지?,20.8216,18,5,count_stats,personal_activity_log,1,1,0,0,past_range,0,2,structured_log,health_fitness,1,0,analytic_report,0,0,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 요가 몇 번이나 했지?,15.467,18,5,count_stats,personal_activity_log,1,1,0,0,past_range,0,2,structured_log,health_fitness,1,0,analytic_report,0,0,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 수영 몇 번이나 했지?,9.3088,18,5,count_stats,personal_activity_log,1,1,0,0,past_range,0,2,structured_log,health_fitness,1,0,analytic_report,0,0,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 쿠팡에서 총 얼마나 썼지?,21.5989,19,5,count_stats,commerce_history,1,1,0,0,past_range,0,2,structured_log,finance,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,0,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
지난달에 이마트에서 총 얼마나 썼지?,12.7241,20,5,count_stats,commerce_history,1,1,0,0,past_range,0,2,structured_log,finance,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,0,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
지난달에 전통시장에서 총 얼마나 썼지?,23.353,21,5,count_stats,commerce_history,1,1,0,0,past_range,0,2,structured_log,finance,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,0,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
지난달에 편의점에서 총 얼마나 썼지?,25.8917,20,5,count_stats,commerce_history,1,1,0,0,past_range,0,2,structured_log,finance,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,0,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
지난달에 유튜브를 총 몇 시간 재생했지?,17.2496,22,6,count_stats,media_history,1,1,0,0,past_range,0,0,structured_log,media_entertainment,1,0,analytic_report,0,0,1,2,0,0,0,1,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 넷플릭스를 총 몇 시간 재생했지?,22.1453,23,6,count_stats,media_history,1,1,0,0,past_range,0,0,structured_log,media_entertainment,1,0,analytic_report,0,0,1,2,0,0,0,1,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 케이팝 플레이리스트를 총 몇 시간 재생했지?,26.7749,29,7,count_stats,media_history,1,1,0,0,past_range,0,0,structured_log,media_entertainment,1,0,analytic_report,0,0,1,2,0,0,0,1,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 팟캐스트를 총 몇 시간 재생했지?,24.7164,23,6,count_stats,media_history,1,1,0,0,past_range,0,0,structured_log,media_entertainment,1,0,analytic_report,0,0,1,2,0,0,0,1,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난해에 약속이 몇 번이나 있었지?,33.8893,19,5,count_stats,calendar_events,1,1,0,0,past_range,0,1,structured_log,social_relationships,1,0,analytic_report,0,0,2,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,0,0,1,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.2
지난해에 모임이 몇 번이나 있었지?,28.1026,19,5,count_stats,calendar_events,1,1,0,0,past_range,0,1,structured_log,social_relationships,1,0,analytic_report,0,0,2,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,0,0,1,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.2
지난해에 회식이 몇 번이나 있었지?,20.4603,19,5,count_stats,calendar_events,1,1,0,0,past_range,0,1,structured_log,social_relationships,1,0,analytic_report,0,0,2,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,0,0,1,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.2
지난해에 여행이 몇 번이나 있었지?,13.163,19,5,count_stats,location_history,1,1,0,0,past_range,0,1,structured_log,travel_leisure,1,0,analytic_report,0,0,2,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,0,0,1,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.2
올해 상반기에 옷을 몇 번이나 샀지?,19.9251,20,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,2,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
올해 상반기에 신발을 몇 번이나 샀지?,20.4428,21,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,2,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
올해 상반기에 생필품을 몇 번이나 샀지?,28.4905,22,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,2,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
올해 상반기에 화장품을 몇 번이나 샀지?,17.8084,22,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,2,0,1,casual_meal,0,0,financial_analytics,0.8,-0.1
지난주에 영어 회화를 몇 시간 했지?,18.2183,20,6,count_stats,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,productivity_work,1,0,analytic_report,0,0,0,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.6,-0.1
지난주에 자격증 공부를 몇 시간 했지?,18.8426,21,6,count_stats,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,productivity_work,1,0,analytic_report,0,0,0,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.6,-0.1
지난주에 독서를 몇 시간 했지?,16.7158,17,5,count_stats,personal_activity_log,1,1,0,0,past_range,0,0,structured_log,productivity_work,1,0,analytic_report,0,0,0,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.6,-0.1
지난주에 오프라인 합주를 몇 시간 했지?,21.5635,22,6,count_stats,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,productivity_work,1,0,analytic_report,0,0,0,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.6,-0.1
올해 캠핑을 몇 번이나 갔지?,15.08,16,5,count_stats,location_history,1,1,0,0,past_range,1,1,structured_log,travel_leisure,1,0,analytic_report,0,0,1,2,1,0,0,0,0,0,other,0,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
올해 나들이를 몇 번이나 갔지?,26.4506,17,5,count_stats,location_history,1,1,0,0,past_range,1,1,structured_log,travel_leisure,1,0,analytic_report,0,0,1,2,1,0,0,0,0,0,other,0,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
올해 산책을 몇 번이나 갔지?,14.2559,16,5,count_stats,personal_activity_log,1,1,0,0,past_range,1,1,structured_log,health_fitness,1,0,analytic_report,0,0,1,2,1,0,0,0,0,1,other,0,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
올해 여행을 몇 번이나 갔지?,16.9997,16,5,count_stats,location_history,1,1,0,0,past_range,1,1,structured_log,travel_leisure,1,0,analytic_report,0,0,1,2,1,0,0,0,0,0,other,0,0,0,0,simple_fact,0,2,0,0,budgeting,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
이번 달에 배달 음식을 몇 번 먹었지?,12.1014,21,7,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,1,0,0,comparison,mobile_on_the_go,1,0,1,casual_meal,0,0,activity_stats,0.7,0.2
이번 달에 외식을 몇 번 먹었지?,25.2473,18,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,1,0,0,comparison,mobile_on_the_go,1,0,1,casual_meal,0,0,activity_stats,0.7,0.2
이번 달에 카페를 몇 번 먹었지?,17.5864,18,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,1,0,0,comparison,mobile_on_the_go,1,0,1,casual_meal,0,0,activity_stats,0.7,0.2
이번 달에 편의점에서 몇 번 먹었지?,20.9935,20,6,count_stats,commerce_history,1,1,0,0,past_range,1,1,structured_log,shopping_retail,1,0,analytic_report,0,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,1,0,0,comparison,mobile_on_the_go,1,0,1,casual_meal,0,0,activity_stats,0.7,0.2
지난달과 비교했을 때 이번 달 운동량이 얼마나 늘었지?,23.8735,30,8,compare_trend,personal_activity_log,1,1,0,0,past_range,1,2,structured_log,health_fitness,1,0,analytic_report,1,1,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,1,activity_stats,0.7,-0.1
지난달과 비교했을 때 이번 달 걸음 수가 얼마나 늘었지?,12.2085,31,9,compare_trend,personal_activity_log,1,1,0,0,past_range,1,2,structured_log,health_fitness,1,0,analytic_report,1,1,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,1,activity_stats,0.7,-0.1
지난달과 비교했을 때 이번 달 칼로리 소모가 얼마나 늘었지?,14.8955,33,9,compare_trend,personal_activity_log,1,1,0,0,past_range,1,2,structured_log,health_fitness,1,0,analytic_report,1,1,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,1,activity_stats,0.7,-0.1
지난달과 비교했을 때 이번 달 활동 시간이 얼마나 늘었지?,24.6488,32,9,compare_trend,personal_activity_log,1,1,0,0,past_range,1,2,structured_log,health_fitness,1,0,analytic_report,1,1,1,2,0,0,0,0,0,1,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,1,activity_stats,0.7,-0.1
작년과 비교했을 때 올해 카드 결제액이 얼마나 늘었지?,25.3443,31,8,compare_trend,commerce_history,1,1,0,0,past_range,1,2,structured_log,finance,1,0,analytic_report,1,1,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,1.0,-0.2
작년과 비교했을 때 올해 여가 비용이 얼마나 늘었지?,20.8705,30,8,compare_trend,commerce_history,1,1,0,0,past_range,1,2,structured_log,finance,1,0,analytic_report,1,1,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,1.0,-0.2
작년과 비교했을 때 올해 고정 지출이 얼마나 늘었지?,23.7459,30,8,compare_trend,commerce_history,1,1,0,0,past_range,1,2,structured_log,finance,1,0,analytic_report,1,1,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,1.0,-0.2
작년과 비교했을 때 올해 생활비가 얼마나 늘었지?,24.2751,28,7,compare_trend,commerce_history,1,1,0,0,past_range,1,2,structured_log,finance,1,0,analytic_report,1,1,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,1.0,-0.2
올해 가장 많이 들었던 음악 순서대로 알려줘,25.2008,24,7,rank_order,media_history,1,1,0,1,past_range,1,0,structured_log,media_entertainment,1,1,analytic_report,0,0,2,2,0,0,0,1,0,0,content_reco,0,0,0,1,ranked_list,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
올해 가장 많이 시청했던 유튜브 채널 순서대로 알려줘,20.1194,29,8,rank_order,media_history,1,1,0,1,past_range,1,0,structured_log,media_entertainment,1,1,analytic_report,0,0,2,2,0,0,0,1,0,0,content_reco,0,0,0,1,ranked_list,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
올해 가장 많이 플레이한 게임 순서대로 알려줘,33.9973,25,7,rank_order,media_history,1,1,0,1,past_range,1,0,structured_log,media_entertainment,1,1,analytic_report,0,0,2,2,0,0,0,1,0,0,content_reco,0,0,0,1,ranked_list,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
올해 가장 많이 본 드라마 순서대로 알려줘,12.8249,23,7,rank_order,media_history,1,1,0,1,past_range,1,0,structured_log,media_entertainment,1,1,analytic_report,0,0,2,2,0,0,0,1,0,0,content_reco,0,0,0,1,ranked_list,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
지난달에 성진이랑 통화한 횟수 이번달과 비교해줘,19.2887,26,6,compare_trend,communication_logs,1,1,0,0,past_range,1,1,structured_log,social_relationships,1,0,analytic_report,1,1,1,2,0,0,1,0,0,0,other,0,0,0,0,simple_fact,0,0,2,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 성진이랑 메시지 교환 횟수 이번달과 비교해줘,21.6109,29,7,compare_trend,communication_logs,1,1,0,0,past_range,1,1,structured_log,social_relationships,1,0,analytic_report,1,1,1,2,0,0,1,0,0,0,other,0,0,0,0,simple_fact,0,0,2,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 성진이랑 만난 횟수 이번달과 비교해줘,20.2698,25,6,compare_trend,location_history,1,1,0,0,past_range,1,1,structured_log,social_relationships,1,0,analytic_report,1,1,1,2,1,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,2,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달에 성진이랑 영상통화 횟수 이번달과 비교해줘,14.0343,27,6,compare_trend,communication_logs,1,1,0,0,past_range,1,1,structured_log,social_relationships,1,0,analytic_report,1,1,1,2,0,0,1,0,0,0,other,0,0,0,0,simple_fact,0,0,2,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
온라인 쇼핑과 오프라인 쇼핑 결제 금액 비교해줘,32.1986,26,7,compare_trend,commerce_history,1,1,0,0,no_time,0,2,structured_log,finance,1,0,analytic_report,1,0,1,2,0,0,0,0,1,0,other,1,0,0,1,tabular_report,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,1.0,-0.3
카드 결제와 현금 결제 금액 비교해줘,26.7424,20,6,compare_trend,commerce_history,1,1,0,0,no_time,0,2,structured_log,finance,1,0,analytic_report,1,0,1,2,0,0,0,0,1,0,other,1,0,0,1,tabular_report,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,0.9,-0.3
이번 달과 지난달 결제 금액 비교해줘,21.2016,20,6,compare_trend,commerce_history,1,1,0,0,past_range,1,2,structured_log,finance,1,0,analytic_report,1,1,1,2,0,0,0,0,1,0,other,1,0,0,1,tabular_report,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,0.9,-0.2
평일과 주말 결제 금액 비교해줘,30.0478,17,5,compare_trend,commerce_history,1,1,0,0,no_time,0,2,structured_log,finance,1,0,analytic_report,1,0,1,2,0,0,0,0,1,0,other,1,0,0,1,tabular_report,0,0,0,0,comparison,home_desktop,2,0,1,casual_meal,0,1,financial_analytics,0.9,-0.3
이번 달이랑 지난달 근무 시간을 비교해줘,31.5749,22,6,compare_trend,personal_activity_log,1,1,0,0,past_range,1,1,structured_log,productivity_work,1,0,analytic_report,1,1,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
이번 달이랑 지난달 회의 시간을 비교해줘,17.9169,22,6,compare_trend,calendar_events,1,1,0,0,past_range,1,1,structured_log,productivity_work,1,0,analytic_report,1,1,1,2,0,1,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
이번 달이랑 지난달 학습 시간을 비교해줘,21.2882,22,6,compare_trend,personal_activity_log,1,1,0,0,past_range,1,1,structured_log,productivity_work,1,0,analytic_report,1,1,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
이번 달이랑 지난달 작업 시간을 비교해줘,21.7818,22,6,compare_trend,personal_activity_log,1,1,0,0,past_range,1,1,structured_log,productivity_work,1,0,analytic_report,1,1,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
여행 갔을 때 평소보다 평균 걸음 수가 얼마나 늘었지?,17.8381,30,9,compare_trend,personal_activity_log,1,1,0,0,past_specific,0,2,structured_log,health_fitness,1,0,analytic_report,1,1,0,2,1,0,0,0,0,1,other,1,0,0,0,simple_fact,0,0,0,0,comparison,mobile_on_the_go,2,0,1,health_meal,0,1,activity_stats,1.0,-0.1
여행 갔을 때 평소보다 활동량이 얼마나 늘었지?,27.7023,26,7,compare_trend,personal_activity_log,1,1,0,0,past_specific,0,2,structured_log,health_fitness,1,0,analytic_report,1,1,0,2,1,0,0,0,0,1,other,1,0,0,0,simple_fact,0,0,0,0,comparison,mobile_on_the_go,2,0,1,health_meal,0,1,activity_stats,1.0,-0.1
여행 갔을 때 평소보다 이동 거리가 얼마나 늘었지?,22.2324,28,8,compare_trend,personal_activity_log,1,1,0,0,past_specific,0,2,structured_log,health_fitness,1,0,analytic_report,1,1,0,2,1,0,0,0,0,1,other,1,0,0,0,simple_fact,0,0,0,0,comparison,mobile_on_the_go,2,0,1,health_meal,0,1,activity_stats,1.0,-0.1
여행 갔을 때 평소보다 칼로리 소모가 얼마나 늘었지?,29.7746,29,8,compare_trend,personal_activity_log,1,1,0,0,past_specific,0,2,structured_log,health_fitness,1,0,analytic_report,1,1,0,2,1,0,0,0,0,1,other,1,0,0,0,simple_fact,0,0,0,0,comparison,mobile_on_the_go,2,0,1,health_meal,0,1,activity_stats,1.0,-0.1
지난달에 집에서 보낸 시간과 밖에서 보낸 시간 비교해줘,36.7562,30,8,compare_trend,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,other,1,0,analytic_report,1,0,1,2,1,0,0,0,0,0,other,1,0,0,0,simple_fact,0,0,0,0,comparison,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.1
지난달에 근무 시간과 여가 시간 비교해줘,21.8848,22,6,compare_trend,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,productivity_work,1,0,analytic_report,1,0,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달과 이번달 취미생활하는데 쓴 시간 비교해줘,27.537,26,6,compare_trend,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,other,1,0,analytic_report,1,1,1,2,0,0,0,0,0,0,other,0,0,0,0,simple_fact,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
지난달과 이번달에 가장 많이 먹은 음식 비교해줘,36.4351,26,7,compare_trend,personal_activity_log,1,1,0,0,past_range,0,1,structured_log,other,1,0,analytic_report,1,1,1,2,0,0,0,0,0,0,other,0,0,0,1,ranked_list,0,0,0,0,comparison,home_desktop,1,0,1,casual_meal,0,0,activity_stats,0.7,-0.1
이번 주 요일 별 칼로리 소모량을 순서대로 알려줘,11.356,27,8,rank_order,personal_activity_log,1,1,0,1,present_now,2,2,structured_log,health_fitness,1,1,analytic_report,0,0,0,2,0,0,0,0,0,1,other,0,0,0,1,ranked_list,1,1,0,0,comparison,mobile_on_the_go,2,0,1,health_meal,0,1,activity_stats,1.0,0.5
